	chart	title	artist	weeks	rank	query_week	lyrics
18	dance-electronic-songs	Bad Romance	Lady Gaga	2.0	11.0	2017-02-25	"Oh-oh-oh-oh-oooh
Oh-oh-oh-oh-oooh, oh-oh-oh
Caught in a bad romance
Oh-oh-oh-oh-oooh
Oh-oh-oh-oh-oooh, oh-oh-oh
Caught in a bad romance

Rah, rah-ah-ah-ah
Roma, roma-ma
Gaga, ooh-la-la
Want your bad romance

Rah, rah-ah-ah-ah
Roma, roma-ma
Gaga, ooh-la-la
Want your bad romance

I want your ugly, I want your disease
I want your everything as long as it's free
I want your love, love, love, love
I want your love

I want your drama, the touch of your hand
I want your leather-studded kiss in the sand
I want your love, love, love, love
I want your love (love, love, love, I want your love)

You know that I want you
And you know that I need you
I want it bad, your bad romance

I want your love, and I want your revenge
You and me could write a bad romance
I want your love and all your lover's revenge
You and me could write a bad romance

Oh-oh-oh-oh-oooh
Oh-oh-oh-oh-oooh, oh-oh-oh
Caught in a bad romance
Oh-oh-oh-oh-oooh
...


(1409614428508)"
19	dance-electronic-songs	Poker Face	Lady Gaga	1.0	8.0	2017-02-18	"Mum mum mum mah
Mum mum mum mah
Mum mum mum mah
Mum mum mum mah
Mum mum mum mah

I wanna hold 'em like they do in Texas, please
Fold 'em, let 'em hit me, raise it; baby, stay with me (I love it)
LoveGame intuition, play the cards with spades to start
And after he's been hooked, I'll play the one that's on his heart

Oh, oh-oh, oh, oh, oh-oh-oh-oh, oh, oh
I'll get him hot, show him what I've got
Oh, oh-oh, oh, oh, oh-oh-oh-oh, oh, oh
I'll get him hot, show him what I've got

Can't read my, can't read my
No, he can't read my poker face
(She's got me like nobody)
Can't read my, can't read my
No, he can't read my poker face
(She's got me like nobody)

P-p-p-poker face, p-p-poker face
Mum mum mum mah
P-p-p-poker face, p-p-poker face
Mum mum mum mah

I wanna roll with him, a hard pair we will be
A little gambling is fun when you're with me (I love it)
...


(1409614428508)"
20	dance-electronic-songs	Just Dance	Lady Gaga Featuring Colby O'Donis	1.0	11.0	2017-02-18	"True
A Redone, Konvict
Gaga, oh-oh, eh

I've had a little bit too much, much
All of the people start to rush, start to rush by
How does he twist the dance? Can't find a drink, oh man
Where are my keys? I lost my phone, phone

What's going on on the floor?
I love this record baby but I can't see straight anymore
Keep it cool, what's the name of this club?
I can't remember but it's alright, a-alright

Just dance, gonna be okay, da da doo-doo-mmm
Just dance, spin that record babe, da da doo-doo-mmm
Just dance, gonna be okay, d-d-d-dance
Dance, dance, just, j-j-just dance

Wish I could shut my playboy mouth, oh oh oh-oh
How'd I turn my shirt inside out? Inside outright
Control your poison babe, roses have thorns they say
And we're all getting hosed tonight, oh oh oh-oh

What's going on on the floor?
I love this record baby but I can't see straight anymore
...


(1409614428508)"
21	dance-electronic-songs	Alone	Marshmello	29.0	11.0	2017-02-11	"I'm so alone
Nothing feels like home
I'm so alone
Trying to find my way back home to you

I'm so alone
Nothing feels like home
I'm so alone
...


(1409614428508)"
22	dance-electronic-songs	Sunset Lover	Petit Biscuit	26.0	13.0	2017-02-11	
23	dance-electronic-songs	My Way	Calvin Harris	20.0	11.0	2017-02-04	"Why wait to say: ""At least I did it my way""?
Lie awake, two-faced
But in my heart, I understand
I made my move, and it was all about you
Now I feel so far removed

You were the one thing in my way
You were the one thing in my way
You were the one thing in my way
You were the one thing in my way
You were the one thing in my way
You were the one thing in my way

My way away, away, away
My way away, away, away
My way away, away, away
My way away, away, away
My way

...


(1409614428508)"
24	dance-electronic-songs	Setting Fires	The Chainsmokers Featuring XYLO	12.0	12.0	2017-02-04	"Down to my last match fire I touch just to feel
Why is it easier to burn than it is to heal?

Out in the cold you've been
I begged you to come back in
But I can't do this again

I can't keep you from harm
But I'm set on fire to keep you warm
I can't go on and on
Setting fires to keep you warm
I can't keep you from harm
But I'm set on fire to keep you warm
I can't go on and on
Setting fires to keep you warm

I can't
I can't go on and on
Setting fires to keep you warm

I've been looking for answers I don't want to hear
...


(1409614428508)"
25	dance-electronic-songs	Purple Lamborghini	Skrillex & Rick Ross	26.0	12.0	2017-01-28	"Biggest boss and I been the trillest
I'm a bigger problem when I click with Skrillex
Murder on my mind, it's time to pray to God
My revolver is not religious, the revolution's born
You wanna know my name then go and tell them Sarg
You wanna know my gang: Suicide Squad
Pistol on my waist, I might make a mistake
Dead shot, head shot, oh my god, am I crazy?
Drugs every corner, this is Gotham City
Killer Croc came to kidnap you, to cut out your kidney
Ain't no mercy, got that purple Lamborghini lurkin'
Rozay, don't you know that pussy worth it
Flooded Rolex at the Grammy awards
They still sellin' dope, that's those Miami boys
Killers everywhere, it ain't no place to run
Forgive me for my wrongs, I have just begun

Ain't no mercy, a-ain't no mercy
Got that purple Lamborghini, purple Lamborghini lurkin'
Ain't no mercy, a-ain't no mercy
...


(1409614428508)"
26	dance-electronic-songs	Ritual	Marshmello Featuring Wrabel	12.0	13.0	2017-01-28	"You, you're givin' me life
Givin' me all of you, mmm
Oh it's true
I'm losin' myself
If only right next you, oh yeah

You're something different
Instead of breaking my heart, you're picking up all the pieces
The way you're taking my heart
You're making it still look easy
But when I'm stuck in my head
I'm staying in through the weekend, yeah, oh yeah

Oh I, I never knew love, never knew love, never knew love
Living without you, living without you
Oh I, I don't feel lost, I don't feel lost, I don't feel lost
Now that I found you, now that I found you
So help me now
Don't know what I'd do if I was without you
Now, help me now
Babe it's all true
...


(1409614428508)"
27	dance-electronic-songs	Never Be Like You	Flume Featuring Kai	51.0	9.0	2017-01-21	"What I would do to take away this fear of being loved Allegiance to the pain
Now I'm fucked up and I'm missing ya
Never be like you
I would give anything to change this fickle-minded heart
That loves fake shiny things
Now I'm fucked up and I'm missing ya
He'll never be like you

I'm only human can't you see
I made, I made a mistake
Please just look me in my face
Tell me everything's okay
Cause I got it
He'll never be like you

I'm only human can't you see
I made, I made a mistake
Please just look me in my face
Tell me everything's okay
Cause I got it
He'll never be like you

How do I make you wanna stay?
Hate sleeping on my own, missing the way you taste
...


(1409614428508)"
28	dance-electronic-songs	Light	San Holo	7.0	15.0	2017-01-21	"I just wanna see
I just wanna see the light
I just wanna see
I just wanna see the light
I just wanna see
I just wanna see the light
I just wanna see the light

Even if it makes me blind
I just wanna see the light
Breathing, leave it all behind
I just wanna see the light

Even if it makes me blind
I just wanna see the light
Breathing, leave it all behind
I just wanna see the light

I just wanna see the light
I just wanna see the light
I just wanna see the light
...


(1409614428508)"
29	dance-electronic-songs	Shed A Light	Robin Schulz & David Guetta Featuring Cheat Codes	6.0	16.0	2017-01-14	"Why are you keeping me at a distance?
All that I'm asking for is forgiveness
Are you even listening?
Am I talking to myself again?
I keep on staring up at the ceiling
Waiting for you to give me some kind of reason
Are you even listening?
Am I talking to myself again?

And I know you don't owe me your love
And I know that you don't owe me nothing at all
Ain't no way I'm giving up on you

Don't leave me here in the dark when it's hard to see
...


(1409614428508)"
30	dance-electronic-songs	By Your Side	Jonas Blue Featuring RAYE	10.0	17.0	2017-01-14	"Let's go out and be wild
Do it while we can (do, do)
Runnin' free in the world
We got all weekend (do, do)

Tear it up, tear it down
Gettin' lost in the sound of our hearts beatin'
Take me here, take me now
Gettin' lost in a crowd with you

Up, all night
I waited for you all my life
Hold my hand and keep me close
I'll never let you go
No not tonight
Keep me by your side
Keep me by your side
Keep me by your

Side, side, side, your
Side, side, side, your
Side, side, side, your
Side, your-your-your-your-your-your
Side, side, side, your
...


(1409614428508)"
31	dance-electronic-songs	Let Me Love You	DJ Snake & R. Kelly	1.0	11.0	2017-01-07	"I know I've got no business here
In this club while you are there
Take these shots to numb the pain
But that don't help, the scar's still there
Don't you ever think about it?
I know you gotta think about it
A love that's so undoubting
How can we ever live without it?

When it's real, it's worth fighting for
Baby, it's worth dying for
And I won't let you down
Baby girl, I'm on the next flight out

Don't you give up, nah-nah-nah
I won't give up, nah-nah-nah
Let me love you
Let me love you
Don't you give up, nah-nah-nah
I won't give up, nah-nah-nah
Let me love you
Let me love you
I just wanna love you
I just wanna love you
Don't you give up
Don't you give up
Don't you give up
I just wanna love you
...


(1409614428508)"
32	dance-electronic-songs	High And Low	Empire Of The Sun	18.0	19.0	2017-01-07	"Now we are running in a pack to the place you don't know
And I want you to know that I'll always be around
Down where the summer and the late nights last forever
There's a house on the hill and we can't travel now

Alice D you're on your way up
Way up
Way up

I feel most times we're high and low (high and low)
If I had my way, never let you go (never let you go)
I feel most times we're high and low (high and low)
If I had my way, never let you go (never let you go)
...


(1409614428508)"
